AssignmentId,WorkerId,Input.condition,Input.trial1_sentence1,Input.trial1_sentence2,Input.trial1_sentence3,Input.trial1_sentence4,Input.trial1_end,Input.trial2_sentence1,Input.trial2_sentence2,Input.trial2_sentence3,Input.trial2_sentence4,Input.trial2_end,Input.trial3_sentence1,Input.trial3_sentence2,Input.trial3_sentence3,Input.trial3_sentence4,Input.trial3_end,Input.trial4_sentence1,Input.trial4_sentence2,Input.trial4_sentence3,Input.trial4_sentence4,Input.trial4_end,Input.trial5_sentence1,Input.trial5_sentence2,Input.trial5_sentence3,Input.trial5_sentence4,Input.trial5_end,Input.trial6_sentence1,Input.trial6_sentence2,Input.trial6_sentence3,Input.trial6_sentence4,Input.trial6_end,Input.trial7_sentence1,Input.trial7_sentence2,Input.trial7_sentence3,Input.trial7_sentence4,Input.trial7_end,Input.trial8_sentence1,Input.trial8_sentence2,Input.trial8_sentence3,Input.trial8_sentence4,Input.trial8_end,Input.trial9_sentence1,Input.trial9_sentence2,Input.trial9_sentence3,Input.trial9_sentence4,Input.trial9_end,Input.trial10_sentence1,Input.trial10_sentence2,Input.trial10_sentence3,Input.trial10_sentence4,Input.trial10_end,Answer.Age,Answer.Consent,Answer.Ethnicity,Answer.Gender,Answer.Race,Answer.curious10_1,Answer.curious10_2,Answer.curious10_3,Answer.curious10_4,Answer.curious1_1,Answer.curious1_2,Answer.curious1_3,Answer.curious1_4,Answer.curious2_1,Answer.curious2_2,Answer.curious2_3,Answer.curious2_4,Answer.curious3_1,Answer.curious3_2,Answer.curious3_3,Answer.curious3_4,Answer.curious4_1,Answer.curious4_2,Answer.curious4_3,Answer.curious4_4,Answer.curious5_1,Answer.curious5_2,Answer.curious5_3,Answer.curious5_4,Answer.curious6_1,Answer.curious6_2,Answer.curious6_3,Answer.curious6_4,Answer.curious7_1,Answer.curious7_2,Answer.curious7_3,Answer.curious7_4,Answer.curious8_1,Answer.curious8_2,Answer.curious8_3,Answer.curious8_4,Answer.curious9_1,Answer.curious9_2,Answer.curious9_3,Answer.curious9_4,Answer.summary1,Answer.summary10,Answer.summary2,Answer.summary3,Answer.summary4,Answer.summary5,Answer.summary6,Answer.summary7,Answer.summary8,Answer.summary9,Answer.trial10_HearEnd,Answer.trial1_HearEnd,Answer.trial2_HearEnd,Answer.trial3_HearEnd,Answer.trial4_HearEnd,Answer.trial5_HearEnd,Answer.trial6_HearEnd,Answer.trial7_HearEnd,Answer.trial8_HearEnd,Answer.trial9_HearEnd,Exclude
35LDD5557BJYLMHBHGSPKIG971GKM7,A10YS7PUSG1MDX,54,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,19,consent,Non-Hispanic,Male,BlAfAm,1,7,3,3,5,4,4,2,7,1,7,4,1,1,1,1,6,6,4,1,4,5,4,6,1,1,1,1,1,1,1,1,7,4,4,3,1,1,1,1,Danny Devito without a purpose dressing up and approaching cubs,Crow assaults wife with Hank nearby,Justin Beiber throws another tantrum on the highway,Will Ferrell goes on a strange diet,Walberg goes insane stalking with drone,Kanye West throws a Kardashian-esque stunt at bar,Lohan is broke files suit,Fallon falls there is a boring exhibit,Guy throws fist into animal-s mouth,Cruise goes crazy on airplane ramp,no,no,yes,no,no,yes,no,no,no,no,no
37U1UTWH9W15N1S2DZR3GC1SINWR8S,A2V3OLQMISGLWY,7,News3_start1_12slow.mp3,News3_sentence2_12slow.mp3,News3_sentence3_12slow.mp3,News3_sentence4_12slow.mp3,News3_end4_12slow.mp3,News13_start1_12slow.mp3,News13_sentence2_12slow.mp3,News13_sentence3_12slow.mp3,News13_sentence4_12slow.mp3,News13_end4_12slow.mp3,News4_start1_12fast.mp3,News4_sentence2_12fast.mp3,News4_sentence3_12fast.mp3,News4_sentence4_12fast.mp3,News4_end4_12fast.mp3,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3,News2_start1_12fast.mp3,News2_sentence2_12fast.mp3,News2_sentence3_12fast.mp3,News2_sentence4_12fast.mp3,News2_end4_12fast.mp3,News7_start1_12fast.mp3,News7_sentence2_12fast.mp3,News7_sentence3_12fast.mp3,News7_sentence4_12fast.mp3,News7_end4_12fast.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News12_start1_12slow.mp3,News12_sentence2_12slow.mp3,News12_sentence3_12slow.mp3,News12_sentence4_12slow.mp3,News12_end4_12slow.mp3,31,consent,Non-Hispanic,Female,White,7,4,1,1,2,1,1,1,5,7,6,4,7,6,7,7,7,4,1,1,7,4,5,5,7,5,5,5,1,1,4,1,6,7,5,5,4,1,1,1,Justin Bieber perched himself on a road sign and it delayed traffic on a Los Angeles freeway on a Tuesday afternoon. A person named Cedric convinced him to come down off the sign.,Will Ferrell is going to eat nothing but potatoes in 2016. His diet is similar to the diet in The Martian.,Kanye West got drunk couldn-t find food so he broke into a bar and grill in Aspen. He drank more and he started to make nachos. He then somehow set the bar on fire.,Jimmy Fallon fell into a painting at a museum and damaged the 1.54 million dollar painting. It was repaired and is back on display.,Danny Devito dressed in a bear costume and approached a bear and her two cubs in front a shop that was in front of a shop.,Russel Crowe attacked Tom Hanks and his own wife because Tom Hanks stirred a pot of chili.,Lindsey Lohan is suing Hasbro over a hamster toy that she thinks resembles her. The hamster toy is named Lilo.,Mark Wahlberg has a drone that shoots flames in order to roast a turkey. He used the drone to roast a turkey in his back yard.,Sean Penn was out Elk hunting with his brother when he startled a grizzly bear. He then shoved his arm down he bear-s throat to induce a gaga response.,Tom Cruise ran into a ramp area of an airport. He was trying to catch a departing plane headed for Ohio. He was trying to get to his high school reunion. He is being charged with a felony.,no,no,no,no,no,yes,no,no,yes,no,no
3RWE2M8QWIP2QEV7POX7EDQ0YSWN0E,A35IB9CU31HYLL,78,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News4_start1_12fast.mp3,News4_sentence2_12fast.mp3,News4_sentence3_12fast.mp3,News4_sentence4_12fast.mp3,News4_end4_12fast.mp3,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News3_start1_12slow.mp3,News3_sentence2_12slow.mp3,News3_sentence3_12slow.mp3,News3_sentence4_12slow.mp3,News3_end4_12slow.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,31,consent,Non-Hispanic,Female,White,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,6,4,7,7,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,Will Ferral is going to eat only potato for a year much like the main character in the martian.,Sean Penn was attacked by a bear while out hunting and shoved his arm down its throat,Two actors fought over chili,Lohan is suing Hasboro over a hamster that resembles her,Cruise was in an area that he should not have been in setting off an alarm.,Fallon was drunk and fell into an art display and broke it.,Divito was around bear cubs.,Kenye West was drunk wanted nachos and ended up setting a fire.,justin Beiber was on a sign obstructing traffic and charged for it.,Mark Walburg has a drone that can flame roast turkeys,no,yes,yes,yes,no,no,no,no,no,no,no
3SBEHTYCWOI798G10GVO1XO3O6HIYU,A3KCK3O0480LJ6,49,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News4_start1_12fast.mp3,News4_sentence2_12fast.mp3,News4_sentence3_12fast.mp3,News4_sentence4_12fast.mp3,News4_end4_12fast.mp3,News13_start1_12slow.mp3,News13_sentence2_12slow.mp3,News13_sentence3_12slow.mp3,News13_sentence4_12slow.mp3,News13_end4_12slow.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,News2_start1_12fast.mp3,News2_sentence2_12fast.mp3,News2_sentence3_12fast.mp3,News2_sentence4_12fast.mp3,News2_end4_12fast.mp3,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News3_start1_12slow.mp3,News3_sentence2_12slow.mp3,News3_sentence3_12slow.mp3,News3_sentence4_12slow.mp3,News3_end4_12slow.mp3,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3,54,consent,Non-Hispanic,Female,White,7,7,6,7,6,5,4,5,7,6,6,6,6,7,7,7,7,7,7,7,6,7,7,6,7,7,6,7,7,7,6,6,6,6,6,7,7,6,6,5,Tom Cruise upon discovering his plane leaving burst through a secure door onto a secure ramp area to chase the plane.,Linsey Lohan is suing Hasbro for using her name and her likeness on a toy that has a choking hazard.,Jimmy Fallon who had been drinking fell onto a painting worth 1.54 million dollars punching a hole into it.,Drunk and hungry Kanye West broke into an Aspen bar in order to drink and make nachos.  The nachos set fire to the bar.,While hunting with his brother Sean Penn came across a grizzly bear.  He had heard that large animals have gag responses so he shoved his arm down the grizzly-s throat.,Russell Crowe attacked his wife and Tom Hanks because Tom Hanks stirred a pot of chili on the stove.  Crowe did not like that Hanks stirred the chili.,Will Farrell has decided to only eat potatoes in 2016.  He was inspired by Matt Damon-s character in The Martian movie.,Danny DeVito put on a bear costume and approached a bear and cubs in Alaska.  Game and Fish authorities scared the bear and cubs away before anyone got hurt.,Mark Whalberg posted a video of him roasting a turkey by shooting flames from a drone.  It has gotten the attention of the authorities but he did this safely on his family property.,Justin Beiber was in trouble with police because he climbed a sign on a Los Angeles highway.  He was seen walking back and forth on the sign and dangling his feet.,no,no,no,no,no,no,no,no,no,no,yes
30H4UDGLT3XZWDERU8XXGZ281AYPMN,A29XL6EF65TG9T,24,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,News7_start1_12fast.mp3,News7_sentence2_12fast.mp3,News7_sentence3_12fast.mp3,News7_sentence4_12fast.mp3,News7_end4_12fast.mp3,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News3_start1_12slow.mp3,News3_sentence2_12slow.mp3,News3_sentence3_12slow.mp3,News3_sentence4_12slow.mp3,News3_end4_12slow.mp3,News6_start1_12slow.mp3,News6_sentence2_12slow.mp3,News6_sentence3_12slow.mp3,News6_sentence4_12slow.mp3,News6_end4_12slow.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News5_start1_12fast.mp3,News5_sentence2_12fast.mp3,News5_sentence3_12fast.mp3,News5_sentence4_12fast.mp3,News5_end4_12fast.mp3,39,consent,Non-Hispanic,Male,White,3,2,2,4,3,4,4,5,5,6,6,6,2,1,1,1,5,6,6,6,5,6,7,7,6,6,7,7,3,1,1,1,7,7,7,7,7,7,7,7,Kanye west burned down a grill in a drunken munchies spree.,Tom cruise was charged for running onto an airport tarmac to stop a flight he missed. He was on his way to high school reunion.,Sean penn fended off a grizzly by making it gag while hunting elk in the rockies.,Lindsay lohan sued hasbro for a toy hamster that she feels looks like her.,Will ferrell will eat nothing but potatoes for a year like matt damon-s character in the martian in order to lose weight.,Jimmy fallon fell and damaged a painting by an italian master while drunk,Mark wahlberg used a flame throwing drone to roast a turkey on his farm.,Justin bieber climbed on a billboard over interstate five delaying traffic. He had to be talked down.,Danny devito dressed as a bear and approached a grizzly and her cubs in alaska. Game wardens had to chase the bears away so he did not get hurt.,Tom hanks was attacked by russell crow over stirring a pot of chili. Hanks was kicked and bitten.,no,yes,yes,no,yes,yes,yes,no,yes,yes,no
3WYGZ5XF3XU1JHUG1DOBWRFFZQAKSV,A3F8G26PENQ6EO,34,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News8_start1_12slow.mp3,News8_sentence2_12slow.mp3,News8_sentence3_12slow.mp3,News8_sentence4_12slow.mp3,News8_end4_12slow.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News7_start1_12fast.mp3,News7_sentence2_12fast.mp3,News7_sentence3_12fast.mp3,News7_sentence4_12fast.mp3,News7_end4_12fast.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News6_start1_12slow.mp3,News6_sentence2_12slow.mp3,News6_sentence3_12slow.mp3,News6_sentence4_12slow.mp3,News6_end4_12slow.mp3,News5_start1_12fast.mp3,News5_sentence2_12fast.mp3,News5_sentence3_12fast.mp3,News5_sentence4_12fast.mp3,News5_end4_12fast.mp3,26,consent,Hispanic,Female,White,7,7,7,7,7,5,3,4,7,7,7,1,1,1,1,1,7,7,7,7,1,1,5,1,7,7,7,7,7,7,1,4,4,4,4,4,7,7,7,7,A painting is back on display after Jimmy Fallen(sp)  was drunk and fell punching a hole in the canvas.,Cruz decided to try to stop the plane so he wouldn-t miss his flight.,After seeing the Martian. Will Ferrel decided to spend 366 days eating nothing but potato spuds because he felt a bit porky.,Justin Bieber needed attention so he climbed up a sign for 2 hours and had interstate 5 closed because of his actions.,John Penn 55 Shoved his fist down a bears throat after reading about it in a article saving his life. He was hunting Elk with his brother at the time.,"Mark Walberg used a drone with a flame thrower to cook turkeys in a ""safe"" manner.",Tom hand and crow were making chilli and crow got angry at Tom hanks because he didn-t like that tom was stirring the chilli.,Hasbro allegedly made a hamster toy named after Lindsay Lohan that looked like her so she decided to sue them for money because the hamster is ruining her career.,West wanted nachos while he was drunk. He first tried wendy-s but it was closed.,Danny Devito decided to dress up as a bear and approach another bear and her cubs.  He stopped within 10 feet of them.,no,no,no,no,yes,no,yes,yes,yes,yes,no
3OS4RQUCRAURM9L0PGBJQPDAN57FBL,A2SENAPNSXG9L,96,News5_start1_12fast.mp3,News5_sentence2_12fast.mp3,News5_sentence3_12fast.mp3,News5_sentence4_12fast.mp3,News5_end4_12fast.mp3,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News2_start1_12fast.mp3,News2_sentence2_12fast.mp3,News2_sentence3_12fast.mp3,News2_sentence4_12fast.mp3,News2_end4_12fast.mp3,News6_start1_12slow.mp3,News6_sentence2_12slow.mp3,News6_sentence3_12slow.mp3,News6_sentence4_12slow.mp3,News6_end4_12slow.mp3,News8_start1_12slow.mp3,News8_sentence2_12slow.mp3,News8_sentence3_12slow.mp3,News8_sentence4_12slow.mp3,News8_end4_12slow.mp3,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,23,consent,Hispanic,Female,White,4,4,4,4,1,1,1,1,4,4,4,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,5,4,7,7,6,6,Someone was found guilty of obstructing something because he ran into a secured area.,Mark Wahlberg used a drone to film a woman and is in trouble with police.,Lindsay Lohan is suing Hasbro because of a toy hamster they named after her. She also says that it physically resembles her.,Justin Bieber climbed onto a road sign and stayed there for 2 hours. Police closed the road and Bieber was charged for disorderly conduct and obstruction.,Tom Hanks and Russell Crowe were involved in an attack related to stirring chili. Russell attack his wife and Tom. Russell was drunk and didn-t like it when Tom stirred the chili.,Danny Devito was wearing a bear costume and approached some grizzly bears getting very close.,Sean Penn was hunting for elk adn had to defend himself from a grizzly bear by shoving his arm into its throat.,Jimmy Fallon was intoxicated and ended up tripping and punching a hole through a 1.5 million dollar Italian masterpiece.,Will Ferrell decided to eat nothing but potatoes for 2016 because he thought he was a bit overweight.,Kanye West set fire to a sports bar while drunk and making nachos.,no,no,no,no,no,no,no,no,no,no,no
3T111IHZ5F5516BCIRXHG8W32THR9K,AIUKYUC1Z5IYL,72,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3,News2_start1_12fast.mp3,News2_sentence2_12fast.mp3,News2_sentence3_12fast.mp3,News2_sentence4_12fast.mp3,News2_end4_12fast.mp3,News6_start1_12fast.mp3,News6_sentence2_12fast.mp3,News6_sentence3_12fast.mp3,News6_sentence4_12fast.mp3,News6_end4_12fast.mp3,News3_start1_12slow.mp3,News3_sentence2_12slow.mp3,News3_sentence3_12slow.mp3,News3_sentence4_12slow.mp3,News3_end4_12slow.mp3,News13_start1_12slow.mp3,News13_sentence2_12slow.mp3,News13_sentence3_12slow.mp3,News13_sentence4_12slow.mp3,News13_end4_12slow.mp3,News12_start1_12slow.mp3,News12_sentence2_12slow.mp3,News12_sentence3_12slow.mp3,News12_sentence4_12slow.mp3,News12_end4_12slow.mp3,News4_start1_12slow.mp3,News4_sentence2_12slow.mp3,News4_sentence3_12slow.mp3,News4_sentence4_12slow.mp3,News4_end4_12slow.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,News5_start1_12fast.mp3,News5_sentence2_12fast.mp3,News5_sentence3_12fast.mp3,News5_sentence4_12fast.mp3,News5_end4_12fast.mp3,News9_start1_12fast.mp3,News9_sentence2_12fast.mp3,News9_sentence3_12fast.mp3,News9_sentence4_12fast.mp3,News9_end4_12fast.mp3,25,consent,Non-Hispanic,Male,White,6,6,6,5,6,5,4,4,6,5,5,6,5,6,6,6,4,4,4,4,6,6,6,6,5,6,4,4,5,5,4,4,6,5,5,6,5,5,5,4,Lindsay Lohan wants to sue Hasbro over a toy hamster that shares her name and resemblance.,Mark Wahlberg made a drone that shoots flames for roasting turkeys.,Crow and Hanks got into a scuffle after Hanks stirred a pot of chilli.,Divitto put on a bear costume and tried to play with a Grizzly bear and her cubs.,Justin Bieber climbed atop a highway interstate sign.,Kayne West set fire to a Aspen bar after breaking in drunkenly and making nachos.,Will Ferrell has plans to eat potato chips only for all of 2016 which is drawn from inspiration of Matt Damon-s role in The Martian.,Jimmy Fallon drunkenly by accident tripped and fell through an old expensive painting -Flowers- that was on display.,Sean Pean fended of a Grizzly bear while hunting elk by shoving his hand down its throat.,Tom Cruise is facing charges after trying to run out on the runway to board his flight in which he was late for.,yes,no,yes,yes,no,yes,no,no,no,no,no
3MH9DQ757XRCW8Q10RYWD05AD5DUGF,A1Z7J3XE1R8TYT,6,News9_start1_12slow.mp3,News9_sentence2_12slow.mp3,News9_sentence3_12slow.mp3,News9_sentence4_12slow.mp3,News9_end4_12slow.mp3,News5_start1_12slow.mp3,News5_sentence2_12slow.mp3,News5_sentence3_12slow.mp3,News5_sentence4_12slow.mp3,News5_end4_12slow.mp3,News12_start1_12fast.mp3,News12_sentence2_12fast.mp3,News12_sentence3_12fast.mp3,News12_sentence4_12fast.mp3,News12_end4_12fast.mp3,News6_start1_12slow.mp3,News6_sentence2_12slow.mp3,News6_sentence3_12slow.mp3,News6_sentence4_12slow.mp3,News6_end4_12slow.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News13_start1_12fast.mp3,News13_sentence2_12fast.mp3,News13_sentence3_12fast.mp3,News13_sentence4_12fast.mp3,News13_end4_12fast.mp3,News7_start1_12fast.mp3,News7_sentence2_12fast.mp3,News7_sentence3_12fast.mp3,News7_sentence4_12fast.mp3,News7_end4_12fast.mp3,News8_start1_12slow.mp3,News8_sentence2_12slow.mp3,News8_sentence3_12slow.mp3,News8_sentence4_12slow.mp3,News8_end4_12slow.mp3,News4_start1_12fast.mp3,News4_sentence2_12fast.mp3,News4_sentence3_12fast.mp3,News4_sentence4_12fast.mp3,News4_end4_12fast.mp3,25,consent,Non-Hispanic,Female,White,2,5,4,2,6,2,5,3,2,2,1,3,1,1,1,2,3,3,1,2,5,5,4,4,4,5,3,2,5,2,5,5,4,4,5,4,4,4,5,2,mark walberg went crazy and roasted a turkey with a drone in the woods,jimmy fallon drunkenly punched a da vinci painting,tom cruise ran out in front of a departing plane,will ferrel will starve himself with potatoes in 2016,danny devito put on a bear costume and teased a grizzly mother with cubs,russel crowe took fighting round the world to a whole new level when he beat up tom hanks over a bowl of chili,justin beiber climbed onto a roadway,kanye west burned down a bar by cooking nachoes,lindsay lohan is personified in a rodent toy gets offended,sean penn deep throated a grizzly bear,no,no,no,no,no,no,no,no,no,no,no
36DSNE9QZ6DRA5W5CB7QB751NB6OJ0,A27OFCQG73Z4UF,71,News6_start1_12slow.mp3,News6_sentence2_12slow.mp3,News6_sentence3_12slow.mp3,News6_sentence4_12slow.mp3,News6_end4_12slow.mp3,News7_start1_12slow.mp3,News7_sentence2_12slow.mp3,News7_sentence3_12slow.mp3,News7_sentence4_12slow.mp3,News7_end4_12slow.mp3,News5_start1_12fast.mp3,News5_sentence2_12fast.mp3,News5_sentence3_12fast.mp3,News5_sentence4_12fast.mp3,News5_end4_12fast.mp3,News12_start1_12slow.mp3,News12_sentence2_12slow.mp3,News12_sentence3_12slow.mp3,News12_sentence4_12slow.mp3,News12_end4_12slow.mp3,News4_start1_12fast.mp3,News4_sentence2_12fast.mp3,News4_sentence3_12fast.mp3,News4_sentence4_12fast.mp3,News4_end4_12fast.mp3,News9_start1_12fast.mp3,News9_sentence2_12fast.mp3,News9_sentence3_12fast.mp3,News9_sentence4_12fast.mp3,News9_end4_12fast.mp3,News3_start1_12fast.mp3,News3_sentence2_12fast.mp3,News3_sentence3_12fast.mp3,News3_sentence4_12fast.mp3,News3_end4_12fast.mp3,News2_start1_12slow.mp3,News2_sentence2_12slow.mp3,News2_sentence3_12slow.mp3,News2_sentence4_12slow.mp3,News2_end4_12slow.mp3,News13_start1_12slow.mp3,News13_sentence2_12slow.mp3,News13_sentence3_12slow.mp3,News13_sentence4_12slow.mp3,News13_end4_12slow.mp3,News8_start1_12fast.mp3,News8_sentence2_12fast.mp3,News8_sentence3_12fast.mp3,News8_sentence4_12fast.mp3,News8_end4_12fast.mp3,37,consent,Non-Hispanic,Female,White,1,1,1,1,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Danny Divito dressed up as a bear and approached a grizzy and her cubs.,sean penn tried to gag a grizzy with his arm to stop an attack,lindsay lohan is suing a toy company for making a hampster with her name that supposedly resembles her,Tom Cruz ran onto a concourse in an attempt to stop the plane he was late to catch.,Will farrell is going to eat nothing but potatoes this year,a drunk celebrity fell into a painting and damaged it,wallberg is a wee bit obsessed with drones.,beiber climbed on a sign and created a traffic nightmare,hanks crow chili and booze don-t mix,kayne west got drunk and nearly burned down a bar after breaking in to make nachos,no,no,no,no,no,no,no,no,no,no,no
